|tema|create_video|video_id|author|hashtags|desc|_browser|lenguage|time_zone|source|stats
71|petro|2022-04-01 21:02:31|7081821033128283398|{'id': '6891272227842278401', 'uniqueId': 'gustavopetrooficial', 'nickname': 'Gustavo Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_100x100.jpeg?x-expires=1651021200&x-signature=swZA%2FyFQdMKQ14l69j3BNJKvJ2A%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_720x720.jpeg?x-expires=1651021200&x-signature=2VjtBeapXsVOPHL9Qeh9vY43IiM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=CUI2eQrOUchR%2BPpRmZ0restYReI%3D', 'signature': 'Candidato presidencial\nHaremos de Colombia una potencia mundial de la vida', 'verified': True, 'secUid': 'MS4wLjABAAAAhdLULqt90LNePE7T7qt_VQX5aRQ5avOhM3guc6RvoW9gw_xtopmRk7jg0HwWR8FK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='83040567', name='politica'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1705215324986374', name='eleccionescolombia2022'), TikTokApi.hashtag(id='20884', name='viral'), TikTokApi.hashtag(id='65243', name='parati'), TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='44895', name='trend'), TikTokApi.hashtag(id='82871224', name='transformación'), TikTokApi.hashtag(id='1994337', name='cambio')]|Llevamos un largo camino para cambiar el país🇨🇴 #politica #petro #eleccionescolombia2022 #viral #parati #gustavopetro #trend #transformación #cambio|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 50400, 'shareCount': 336, 'commentCount': 1331, 'playCount': 545400}
72|petro|2022-04-21 10:28:06|7089079251172969733|{'id': '6926563168732152837', 'uniqueId': 'lumadelame', 'nickname': 'Madelame', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e4fff05383f7d6caecdea19da947383~c5_100x100.jpeg?x-expires=1651021200&x-signature=KlFW9ZI9PZblXBzEwBv0WN4anoI%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e4fff05383f7d6caecdea19da947383~c5_720x720.jpeg?x-expires=1651021200&x-signature=BrN59Yp9EO5wI%2BdaMNj2%2FLPQwlg%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e4fff05383f7d6caecdea19da947383~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=JageqGlN2a0WslHpD18n0aAZxEU%3D', 'signature': 'SIGUEME EN INSTA MANA ALLA TAMBIÉN LE TENGO MUCHAS COSITAS 😁😁😁😜', 'verified': False, 'secUid': 'MS4wLjABAAAAerzEqvPCUpazFizf-8Frnxu_veroj8oc1_CD4j0yiMGhvuibSnxAxxwgwsNenP3j', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='65243', name='parati'), TikTokApi.hashtag(id='1643711022556166', name='polombia'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='8387707', name='uribe'), TikTokApi.hashtag(id='71793784', name='mamerto')]|#parati #polombia #petro #uribe #mamerto|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 12100, 'shareCount': 111, 'commentCount': 185, 'playCount': 68100}
73|petro|2022-04-20 17:00:29|7088809283017559302|{'id': '7011842278067389445', 'uniqueId': 'petro_presidente', 'nickname': 'petro_presidente', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7b963e1aead6b9ed6c18702611c75f8c~c5_100x100.jpeg?x-expires=1651021200&x-signature=rCD8T48SoAAJFTprPGQkyAMA0jg%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7b963e1aead6b9ed6c18702611c75f8c~c5_720x720.jpeg?x-expires=1651021200&x-signature=EUDv9kvlYhkWEf%2F%2FNahEey7Z6hA%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7b963e1aead6b9ed6c18702611c75f8c~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=HkShqojIpu4u8EVzPA%2BAIS3hDQ0%3D', 'signature': 'Por el cambio, por la vida y verdadero progreso de Colombia!', 'verified': False, 'secUid': 'MS4wLjABAAAAFDpQ54a9sAMLPmKUPYe9_7SSc1rIIINN0XWcOXiVvmmUWE7MuU-XxnCWjcMLDwTO', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 3, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1658885222206469', name='gustavopetro')]|#gustavopetro|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 2879, 'shareCount': 930, 'commentCount': 260, 'playCount': 25600}
74|petro|2022-04-21 17:04:17|7089181345183796486|{'id': '6974151726468006918', 'uniqueId': 'wilbertorivera17', 'nickname': 'Wilberto Rivera', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6974152428920766469~c5_100x100.jpeg?x-expires=1651021200&x-signature=NPLEGMQpU1xMs7lj%2BYdtTFdszx4%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6974152428920766469~c5_720x720.jpeg?x-expires=1651021200&x-signature=TXn1UJf1bKsxyzEoNIth0tkxx2o%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/musically-maliva-obj/6974152428920766469~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=wIMLUjqm7eZc7LT85TZVT9zBiLE%3D', 'signature': '', 'verified': False, 'secUid': 'MS4wLjABAAAAl7ffdgWeb5_KFOqE8PoUwSYRgZknF15P6GqXoOoutZAuLgxMft8LFOZNaIMyzjyz', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1687864609688578', name='franciamarquez'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente')]|#petro #franciamarquez #petropresidente|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 1238, 'shareCount': 140, 'commentCount': 141, 'playCount': 10800}
75|petro|2022-02-06 21:23:05|7061787735618620678|{'id': '6891272227842278401', 'uniqueId': 'gustavopetrooficial', 'nickname': 'Gustavo Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_100x100.jpeg?x-expires=1651021200&x-signature=swZA%2FyFQdMKQ14l69j3BNJKvJ2A%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_720x720.jpeg?x-expires=1651021200&x-signature=2VjtBeapXsVOPHL9Qeh9vY43IiM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=CUI2eQrOUchR%2BPpRmZ0restYReI%3D', 'signature': 'Candidato presidencial\nHaremos de Colombia una potencia mundial de la vida', 'verified': True, 'secUid': 'MS4wLjABAAAAhdLULqt90LNePE7T7qt_VQX5aRQ5avOhM3guc6RvoW9gw_xtopmRk7jg0HwWR8FK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='35364', name='storytime'), TikTokApi.hashtag(id='20050', name='colombia'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente')]|Me llamo #GustavoPetro y quiero ser su presidente. #storytime #colombia #petro #petropresidente|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 28700, 'shareCount': 1922, 'commentCount': 2458, 'playCount': 685800}
76|petro|2022-04-12 21:19:33|7085907357472967942|{'id': '6891272227842278401', 'uniqueId': 'gustavopetrooficial', 'nickname': 'Gustavo Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_100x100.jpeg?x-expires=1651021200&x-signature=swZA%2FyFQdMKQ14l69j3BNJKvJ2A%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_720x720.jpeg?x-expires=1651021200&x-signature=2VjtBeapXsVOPHL9Qeh9vY43IiM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/fb619eef1bb8214eb14570e51cbd2b5d~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=CUI2eQrOUchR%2BPpRmZ0restYReI%3D', 'signature': 'Candidato presidencial\nHaremos de Colombia una potencia mundial de la vida', 'verified': True, 'secUid': 'MS4wLjABAAAAhdLULqt90LNePE7T7qt_VQX5aRQ5avOhM3guc6RvoW9gw_xtopmRk7jg0HwWR8FK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1694072984807430', name='fucksnews'), TikTokApi.hashtag(id='143516', name='comedia'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1994337', name='cambio'), TikTokApi.hashtag(id='1679125013083138', name='elecciones2022'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente')]|¡RIÁMONOS! @FUCKSNEWS  #fucksnews #comedia #Petro #cambio #elecciones2022  #petropresidente|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 14200, 'shareCount': 116, 'commentCount': 140, 'playCount': 129700}
77|petro|2022-03-14 22:59:42|7075171697325788422|{'id': '6846361875313509382', 'uniqueId': 'harveyssj04', 'nickname': 'Harvey Ricardo', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/33f551d527b1ffbf29d9c0186d384889~c5_100x100.jpeg?x-expires=1651021200&x-signature=mk73CFLRgY4r%2BkuFp1R0YTOFLiw%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/33f551d527b1ffbf29d9c0186d384889~c5_720x720.jpeg?x-expires=1651021200&x-signature=sVMJlKDUjtqdlJwA3mXOa5khIRA%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/33f551d527b1ffbf29d9c0186d384889~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=pPWpVGdzMQqFPyBoiDCUiBpGMJQ%3D', 'signature': '', 'verified': False, 'secUid': 'MS4wLjABAAAA1UT2sYpywlF_x2ir7ssf9s53YOsbOAg4sNzl6HzLulJGPtLBsuE1fftuBpZxy29a', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1678660788566017', name='petropresidente2022'), TikTokApi.hashtag(id='1709170394889221', name='ficogutierrez'), TikTokApi.hashtag(id='1705215324986374', name='eleccionescolombia2022')]|#petropresidente2022 #ficogutierrez  #eleccionescolombia2022|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 45900, 'shareCount': 2787, 'commentCount': 1024, 'playCount': 810800}
78|petro|2022-03-29 15:52:22|7080627855217970437|{'id': '252690534815895552', 'uniqueId': 'petro_s', 'nickname': 'Petros', 'avatarThumb': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90322bb0af1b9f3c81e6643200fe1a3b~c5_100x100.jpeg?x-expires=1651021200&x-signature=y7JgE11YRLXUuJywQiiMGegAzCc%3D', 'avatarMedium': 'https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90322bb0af1b9f3c81e6643200fe1a3b~c5_720x720.jpeg?x-expires=1651021200&x-signature=eaHRe4WwWW7mYRmPHWoe32B8Knw%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/90322bb0af1b9f3c81e6643200fe1a3b~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=mXsdlEHMO0gxTfZRuubAc2NMrOc%3D', 'signature': 'Do what you can’t \n📧: Petrosswork@gmail.com', 'verified': False, 'secUid': 'MS4wLjABAAAAb1eSaNLdkU5EQLhFErO3t7cxp8y8kBMF0plGaiUTnmBpteNwlw4H9Y0uZXP1zzDK', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[]||<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 208800, 'shareCount': 1102, 'commentCount': 1590, 'playCount': 875800}
79|petro|2022-03-14 22:05:29|7075157725793045765|{'id': '6880271060127859718', 'uniqueId': 'ivanmartineztbs', 'nickname': 'Jorge Martinez Tabar', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/620ba69098ca3ed2229b80dad28a19fd~c5_100x100.jpeg?x-expires=1651021200&x-signature=ocg07eWUYgSXsUCXVjLSKf3q%2F4o%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/620ba69098ca3ed2229b80dad28a19fd~c5_720x720.jpeg?x-expires=1651021200&x-signature=1HPt9nUKVaw0CEcNKpmxQQBCrKA%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/620ba69098ca3ed2229b80dad28a19fd~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=PnIWqo61%2Fhmq865AL%2BGhQ1X4AVg%3D', 'signature': 'La política según alguien del común!!', 'verified': False, 'secUid': 'MS4wLjABAAAA6XpRVAoJW6E2MM0ak5i-S8OENiAY67AuZnaokAtXimxfbQXZoR73VJSM0k1D-6pR', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='1678660788566017', name='petropresidente2022'), TikTokApi.hashtag(id='1595769331561478', name='petropresidente'), TikTokApi.hashtag(id='1584099', name='colo'), TikTokApi.hashtag(id='2188817', name='fico'), TikTokApi.hashtag(id='5239187', name='cambios'), TikTokApi.hashtag(id='65243', name='parati')]|#petropresidente2022 #petropresidente #colo.#fico #cambios #parati|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 10800, 'shareCount': 1570, 'commentCount': 142, 'playCount': 263200}
80|petro|2022-04-22 11:46:16|7089470474954067205|{'id': '6926563168732152837', 'uniqueId': 'lumadelame', 'nickname': 'Madelame', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e4fff05383f7d6caecdea19da947383~c5_100x100.jpeg?x-expires=1651021200&x-signature=KlFW9ZI9PZblXBzEwBv0WN4anoI%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e4fff05383f7d6caecdea19da947383~c5_720x720.jpeg?x-expires=1651021200&x-signature=BrN59Yp9EO5wI%2BdaMNj2%2FLPQwlg%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/3e4fff05383f7d6caecdea19da947383~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=JageqGlN2a0WslHpD18n0aAZxEU%3D', 'signature': 'SIGUEME EN INSTA MANA ALLA TAMBIÉN LE TENGO MUCHAS COSITAS 😁😁😁😜', 'verified': False, 'secUid': 'MS4wLjABAAAAerzEqvPCUpazFizf-8Frnxu_veroj8oc1_CD4j0yiMGhvuibSnxAxxwgwsNenP3j', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='65243', name='parati'), TikTokApi.hashtag(id='1643711022556166', name='polombia'), TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='8387707', name='uribe'), TikTokApi.hashtag(id='71793784', name='mamerto')]|#parati #polombia #petro #uribe #mamerto|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 5986, 'shareCount': 112, 'commentCount': 114, 'playCount': 40800}
81|petro|2022-03-12 22:42:44|7074425152045370630|{'id': '7063474183532332038', 'uniqueId': 'polasst', 'nickname': 'Paola Susatama', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/466d77dda8c1fed6c2138742bc359764~c5_100x100.jpeg?x-expires=1651021200&x-signature=M3nT9q39Ulh%2B6HYmkq6AaUKiknI%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/466d77dda8c1fed6c2138742bc359764~c5_720x720.jpeg?x-expires=1651021200&x-signature=JIYM4tFUc94Fcqixqdmf60LWuV4%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/466d77dda8c1fed6c2138742bc359764~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=%2Fh5o%2FirHT6NXh9Ar4UMzQgKGfxU%3D', 'signature': '😎', 'verified': False, 'secUid': 'MS4wLjABAAAAawR-cYHT0tbaA_Auj4X9CoKtUz7hrehXdjiaAScSBffkGN-cMTLfSHwfQQKxfxNI', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[TikTokApi.hashtag(id='7691930', name='petro'), TikTokApi.hashtag(id='1678660788566017', name='petropresidente2022'), TikTokApi.hashtag(id='1658885222206469', name='gustavopetro'), TikTokApi.hashtag(id='7074423731564576773', name='gustavopetrooficial')]|#petro #petropresidente2022 #GustavoPetro #gustavopetrooficial|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 4596, 'shareCount': 91, 'commentCount': 552, 'playCount': 197000}
82|petro|2021-12-29 20:27:28|7047301083462454575|{'id': '2269171', 'uniqueId': 'petro_clips', 'nickname': 'Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1606f04c73baa8bac46416b4f9701063~c5_100x100.jpeg?x-expires=1651021200&x-signature=Rv%2FzyZnDiNoc57jMPf7K1cYPjvg%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1606f04c73baa8bac46416b4f9701063~c5_720x720.jpeg?x-expires=1651021200&x-signature=VxLEyTmLH788tMv4Ej0zziuPNRM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1606f04c73baa8bac46416b4f9701063~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=j%2F60WpdMpGU4xdCJd4r3GUJKd44%3D', 'signature': 'I love y’all\nTALK TO ME NICE!!\nFollow me on IG!!', 'verified': False, 'secUid': 'MS4wLjABAAAAMH8twvGYp9hbC0enTFd6CCoG3Qn1EuOTI79bkG3ETEg', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[]|We just had to! 🤣🤣🤣🤣🤣🤣🔥🔥🔥🔥🔥 DC @Kalinbrothers|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 138100, 'shareCount': 1293, 'commentCount': 1677, 'playCount': 1800000}
83|petro|2022-04-08 08:45:33|7084228715407887621|{'id': '6958131086988739590', 'uniqueId': 'huger702', 'nickname': 'huger702', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2fa7e77c23653d0d357f255ee9a71892~c5_100x100.jpeg?x-expires=1651021200&x-signature=n1HvZe4vziPP6ljnFHamjetloNo%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2fa7e77c23653d0d357f255ee9a71892~c5_720x720.jpeg?x-expires=1651021200&x-signature=p80G2EZk88kaGx2%2FGqks9QsaJJU%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/2fa7e77c23653d0d357f255ee9a71892~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=TUxFgM%2FmYQEEk%2B0MCwnmaIMLMMY%3D', 'signature': 'Ya no se pueden montar videos por disque son peligrosos sean serios', 'verified': False, 'secUid': 'MS4wLjABAAAAWvSzuPEBAA6uwRTsmHDYEfDacroNtrF_e_3q2K6arJgN3MJefc_QOx08QowN9qLU', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[]|Petro presidente|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 9837, 'shareCount': 3005, 'commentCount': 520, 'playCount': 161900}
84|petro|2022-03-15 18:28:34|7075472915663408430|{'id': '2269171', 'uniqueId': 'petro_clips', 'nickname': 'Petro', 'avatarThumb': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1606f04c73baa8bac46416b4f9701063~c5_100x100.jpeg?x-expires=1651021200&x-signature=Rv%2FzyZnDiNoc57jMPf7K1cYPjvg%3D', 'avatarMedium': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1606f04c73baa8bac46416b4f9701063~c5_720x720.jpeg?x-expires=1651021200&x-signature=VxLEyTmLH788tMv4Ej0zziuPNRM%3D', 'avatarLarger': 'https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1606f04c73baa8bac46416b4f9701063~c5_1080x1080.jpeg?x-expires=1651021200&x-signature=j%2F60WpdMpGU4xdCJd4r3GUJKd44%3D', 'signature': 'I love y’all\nTALK TO ME NICE!!\nFollow me on IG!!', 'verified': False, 'secUid': 'MS4wLjABAAAAMH8twvGYp9hbC0enTFd6CCoG3Qn1EuOTI79bkG3ETEg', 'secret': False, 'ftc': False, 'relation': 0, 'openFavorite': False, 'commentSetting': 0, 'duetSetting': 0, 'stitchSetting': 0, 'privateAccount': False}|[]|God forgives but i don’t mom.. i should’ve told the pastor on you smh 🥴🥴🥴🥴|<TikTokApi.browser_utilities.browser.browser object at 0x7f0a08bc5d90>|en|America/Bogota|Mozilla/5.0 (iPhone; CPU iPhone OS 12_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Mobile/15E148 Safari/604.1|{'diggCount': 127800, 'shareCount': 18800, 'commentCount': 2473, 'playCount': 1200000}
